"Plate_number"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_group"	"Ave_abs_blanked"	"StdDev_abs_blanked"	"Ave_concentration"	"StdDev_concentration"	"Concentration_units"
2	"t4_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.045	0.000777817459305205	65.556784062023	1.1331380270965	"uM"
2	"t4_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0737	0.000565685424949235	107.367444119358	0.824100383342904	"uM"
2	"t4_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.026	0.000919238815542514	37.8772530136133	1.33916312293223	"uM"
2	"t4_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0661	0.000565685424949235	96.2956316999938	0.824100383342904	"uM"
2	"t4_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03405	0.0014142135623731	49.6046332735974	2.06025095835727	"uM"
2	"t4_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0806	0.00240416305603425	117.419484342201	3.50242662920735	"uM"
2	"t4_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0098	0.00134350288425444	14.276810751285	1.95723841043942	"uM"
2	"t4_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07095	0.00247487373415292	103.361196204456	3.60543917712523	"uM"
2	"t4_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0104	0.000636396103067891	15.1509012054453	0.927112931260771	"uM"
2	"t4_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0721	0	105.036536241597	0	"uM"
2	"t4_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03485	0.00098994949366117	50.7700872124778	1.4421756708501	"uM"
2	"t4_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07675	0.000777817459305215	111.810737261339	1.13313802709652	"uM"
2	"t4_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03875	0.00155563491861041	56.4516751645198	2.26627605419301	"uM"
2	"t4_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.08215	0.000919238815542509	119.677551348782	1.33916312293222	"uM"
2	"t4_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.07065	0.0014142135623731	102.924150977376	2.06025095835727	"uM"
2	"t4_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.087	0.00155563491861039	126.743115853244	2.26627605419298	"uM"
2	"t4_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.038	0.000212132034355961	55.3590620968194	0.309037643753586	"uM"
2	"t4_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07035	0.00106066017177982	102.487105750296	1.54518821876796	"uM"
2	"t4_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0436	0.000777817459305205	63.5172396689823	1.1331380270965	"uM"
2	"t4_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.08225	0.0037476659402887	119.823233091142	5.45966503964677	"uM"
2	"t4_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03325	0.000282842712474622	48.439179334717	0.412050191671459	"uM"
2	"t4_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0714	0.000848528137423862	104.016764045076	1.23615057501437	"uM"
2	"t4_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.03715	0.000141421356237314	54.120767286759	0.206025095835733	"uM"
2	"t4_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.07525	0.00134350288425443	109.625511125938	1.95723841043939	"uM"
2	"t4_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.06985	0.00240416305603427	101.758697038496	3.50242662920738	"uM"
2	"t4_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0847	0.000565685424949254	123.392435778963	0.824100383342933	"uM"
2	"t4_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.06055	0.000424264068711921	88.2102949990109	0.618075287507171	"uM"
2	"t4_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0782	0.00113137084989847	113.92312252556	1.64820076668581	"uM"
2	"t4_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	1	0.0513	0.00120208152801713	74.7347338307062	1.75121331460367	"uM"
2	"t4_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	1	0.0802	0.000989949493661175	116.836757372761	1.4421756708501	"uM"
