"subject_name","qseqid","sseqid","pident","evalue","qcovhsp","bitscore"
"Chl_phaeoferrooxidans_KB01","WP_006367310.1","WP_076790662.1",82.667,4.04e-93,100,263
"Chl_phaeoferrooxidans_KB01","WP_006367320.1","WP_076790666.1",96.078,0,100,704
"Chl_phaeoferrooxidans_KB01","WP_006367321.1","WP_076790668.1",93.426,0,100,543
"Chl_phaeoferrooxidans_KB01","WP_006367322.1","WP_076790669.1",98.917,0,100,552
"Chl_phaeoferrooxidans_KB01","WP_006367323.1","WP_076790671.1",97.345,0,100,674
"Chl_phaeoferrooxidans_KB01","WP_006367388.1","WP_076792910.1",89.538,0,100,744
"Chl_phaeoferrooxidans_KB01","WP_006367389.1","WP_076793039.1",94.915,4.83e-85,100,239
"Chl_phaeovibrioides_DSM_265","WP_006367308.1","WP_011889876.1",37.152,2.3e-64,100,201
"Chl_phaeovibrioides_DSM_265","WP_006367309.1","WP_011889877.1",33.087,6.68e-96,89,303
"Chl_sp_N1","WP_006367388.1","WP_131354685.1",57.178,1.12e-155,98,442
"Chl_tepidum_TLS","WP_006367320.1","NP_661564.1",40.87,3.21e-50,64,168
"Ignavibacterium_album_JCM_16511_outgroup","WP_006367320.1","WP_014560057.1",44.558,6.6e-80,79,246
"L227_2013_bin22","WP_006365810.1","CA-L227-2013_159870_42",80.645,1.04e-90,100,257
"L227_2013_bin22","WP_006367305.1","CA-L227-2013_103260_45",80.479,0,100,506
"L227_2013_bin22","WP_006367307.1","CA-L227-2013_103260_47",77.215,6.94e-144,100,398
"L227_2013_bin22","WP_006367308.1","CA-L227-2013_103260_48",93.515,0,100,575
"L227_2013_bin22","WP_006367309.1","CA-L227-2013_103260_49",82.805,0,100,1038
"L227_2013_bin22","WP_006367310.1","CA-L227-2013_103260_50",66.234,5.02e-72,97,209
"L227_2013_bin22","WP_006367320.1","CA-L227-2013_103260_55",84.034,0,100,624
"L227_2013_bin22","WP_006367321.1","CA-L227-2013_103260_56",86.014,1.97e-180,99,495
"L227_2013_bin22","WP_006367322.1","CA-L227-2013_103260_57",87.004,6.31e-168,100,462
"L227_2013_bin22","WP_006367323.1","CA-L227-2013_103260_58",83.186,0,100,586
"L227_2013_bin55","WP_006367305.1","CA-L227-2013_51985_4",67.797,6.89e-151,99,421
"L227_2013_bin55","WP_006367307.1","CA-L227-2013_51985_3",76.471,2.4e-140,100,389
"L227_2013_bin55","WP_006367308.1","CA-L227-2013_51985_2",93.857,0,100,578
"L227_2013_bin55","WP_006367309.1","CA-L227-2013_17756_14",80.447,1.66e-98,30,294
"L227_2013_bin55","WP_006367320.1","CA-L227-2013_17756_12",86.555,0,100,642
"L227_2013_bin55","WP_006367321.1","CA-L227-2013_17756_11",82.867,7.93e-174,99,478
"L227_2013_bin55","WP_006367322.1","CA-L227-2013_17756_10",87.365,2.25e-175,100,481
"L227_2013_bin55","WP_006367323.1","CA-L227-2013_17756_9",84.071,0,100,589
"L227_2013_bin56","WP_006367320.1","CA-L227-2013_1459_13",83.754,0,100,616
"L227_2013_bin56","WP_006367321.1","CA-L227-2013_1459_12",84.965,5.38e-179,99,491
"L227_2013_bin56","WP_006367322.1","CA-L227-2013_1459_11",87.726,1.22e-176,100,484
"L227_2013_bin56","WP_006367323.1","CA-L227-2013_1459_10",81.416,0,100,580
"L227_2013_bin56","WP_006367388.1","CA-L227-2013_20535_9",51.522,4.68e-138,100,397
"L227_enr_S_6D_bin01","WP_006367305.1","L227_S_6D_8_81",67.347,1.69e-150,99,419
"L227_enr_S_6D_bin01","WP_006367307.1","L227_S_6D_8_80",70.042,2.05e-129,100,362
"L227_enr_S_6D_bin01","WP_006367308.1","L227_S_6D_8_79",92.15,0,100,571
"L227_enr_S_6D_bin01","WP_006367309.1","L227_S_6D_8_78",83.278,0,99,1046
"L227_enr_S_6D_bin01","WP_006367320.1","L227_S_6D_8_72",84.594,0,100,628
"L227_enr_S_6D_bin01","WP_006367321.1","L227_S_6D_8_71",85.357,1.23e-176,97,485
"L227_enr_S_6D_bin01","WP_006367322.1","L227_S_6D_8_70",88.809,1.29e-171,100,471
"L227_enr_S_6D_bin01","WP_006367323.1","L227_S_6D_8_69",84.071,0,100,586
"L227_enr_S_6D_bin01","WP_006367388.1","L227_S_6D_2_284",56.876,1.99e-158,100,449
"L227_enr_S_6D_bin01","WP_006367389.1","L227_S_6D_2_283",52.542,2.35e-43,98,135
"L304_enr_S_6D_bin01","WP_006365810.1","L304_S_6D_5_93",87.742,4.53e-100,100,281
"L304_enr_S_6D_bin01","WP_006367305.1","L304_S_6D_0_85",66.304,1.17e-140,94,395
"L304_enr_S_6D_bin01","WP_006367307.1","L304_S_6D_0_84",72.574,3.79e-131,100,366
"L304_enr_S_6D_bin01","WP_006367308.1","L304_S_6D_0_83",88.055,0,100,546
"L304_enr_S_6D_bin01","WP_006367309.1","L304_S_6D_0_82",79.153,0,98,976
"L304_enr_S_6D_bin01","WP_006367320.1","L304_S_6D_0_81",82.682,0,100,608
"L304_enr_S_6D_bin01","WP_006367321.1","L304_S_6D_0_80",80.657,1.04e-162,95,450
"L304_enr_S_6D_bin01","WP_006367322.1","L304_S_6D_0_79",81.387,4.55e-138,99,387
"L304_enr_S_6D_bin01","WP_006367323.1","L304_S_6D_0_78",78.466,0,100,540
"L304_enr_S_6D_bin01","WP_006367388.1","L304_S_6D_0_449",54.386,2.69e-147,95,421
"L442_2011_2014_bin64","WP_006367305.1","CA-L442_148240_19",69.048,1.02e-155,99,432
"L442_2011_2014_bin64","WP_006367307.1","CA-L442_148240_18",69.787,2.08e-126,99,353
"L442_2011_2014_bin64","WP_006367308.1","CA-L442_148240_17",92.833,0,100,571
"L442_2011_2014_bin64","WP_006367309.1","CA-L442_148240_16",83.639,0,100,1054
"L442_2011_2014_bin64","WP_006367320.1","CA-L442_148240_10",84.314,0,100,636
"L442_2011_2014_bin64","WP_006367321.1","CA-L442_148240_9",86.071,2.84e-177,97,486
"L442_2011_2014_bin64","WP_006367322.1","CA-L442_148240_8",87.726,3.23e-176,100,483
"L442_2011_2014_bin64","WP_006367323.1","CA-L442_148240_7",82.301,0,100,575
"L442_2011_2014_bin64","WP_006367389.1","CA-L442_183135_6",56.41,2.99e-57,99,169
"Ptc_aestuarii_DSM_271","WP_006367308.1","WP_012506302.1",37.578,4.94e-66,99,205
"Ptc_aestuarii_DSM_271","WP_006367309.1","WP_012506304.1",33.641,8.92e-98,89,308
"Ptc_aestuarii_DSM_271","WP_006367320.1","WP_012505011.1",35.6,2.73e-45,67,153
