"subject_name","qseqid","sseqid","pident","evalue","qcovhsp","bitscore"
"Cba_parvum_NCIB_8327","NP_662937.1","WP_012503161.1",85.714,1.28e-42,99,130
"Cba_parvum_NCIB_8327","NP_663024.1","WP_012501482.1",97.826,0,100,553
"Cba_parvum_NCIB_8327","NP_663025.1","WP_012501481.1",95.531,0,100,1014
"Cba_parvum_NCIB_8327","NP_663026.1","WP_012501480.1",98.333,0,100,852
"Che_thalassium_ATCC_35110","NP_660934.1","WP_012500043.1",56.342,2.3e-136,100,387
"Che_thalassium_ATCC_35110","NP_661968.1","WP_012500734.1",48.705,1.04e-63,98,192
"Che_thalassium_ATCC_35110","NP_661979.1","WP_012501083.1",78.783,0,99,992
"Che_thalassium_ATCC_35110","NP_661980.1","WP_012501084.1",79.899,0,100,662
"Che_thalassium_ATCC_35110","NP_662184.1","WP_012500609.1",69.489,0,99,865
"Che_thalassium_ATCC_35110","NP_662185.1","WP_012500608.1",74.052,0,88,510
"Che_thalassium_ATCC_35110","NP_662208.1","WP_012500839.1",62.832,0,97,631
"Che_thalassium_ATCC_35110","NP_662384.1","WP_012499263.1",68.649,0,100,546
"Che_thalassium_ATCC_35110","NP_662656.1","WP_012499839.1",58.645,0,95,545
"Che_thalassium_ATCC_35110","NP_662713.1","WP_012499167.1",53.147,8.28e-172,95,486
"Che_thalassium_ATCC_35110","NP_662836.1","WP_012499363.1",75.136,0,100,874
"Che_thalassium_ATCC_35110","NP_662868.1","WP_012499137.1",53.354,7.13e-123,91,354
"Che_thalassium_ATCC_35110","NP_662894.1","WP_012499959.1",65.049,6.56e-48,44,150
"Che_thalassium_ATCC_35110","NP_663024.1","WP_012499918.1",74.909,7.4e-159,99,439
"Che_thalassium_ATCC_35110","NP_663025.1","WP_012499919.1",60.967,0,100,696
"Che_thalassium_ATCC_35110","NP_663026.1","WP_012499920.1",71.014,0,99,629
"Chl_chlorochromatii_CaD3","NP_660934.1","WP_041466601.1",67.656,1.66e-179,99,496
"Chl_chlorochromatii_CaD3","NP_661538.1","WP_011362906.1",65.278,2.2e-69,100,202
"Chl_chlorochromatii_CaD3","NP_661549.1","WP_011362891.1",54.321,2.08e-58,73,178
"Chl_chlorochromatii_CaD3","NP_661954.1","WP_011362086.1",74.242,0,96,511
"Chl_chlorochromatii_CaD3","NP_661968.1","WP_011362095.1",72.131,6.77e-96,95,273
"Chl_chlorochromatii_CaD3","NP_661979.1","WP_011361832.1",86.23,0,100,1100
"Chl_chlorochromatii_CaD3","NP_661980.1","WP_011361831.1",86.683,0,100,724
"Chl_chlorochromatii_CaD3","NP_662184.1","WP_011362635.1",81.511,0,100,991
"Chl_chlorochromatii_CaD3","NP_662185.1","WP_011362636.1",80.769,0,99,618
"Chl_chlorochromatii_CaD3","NP_662208.1","WP_011361962.1",78.7,0,95,770
"Chl_chlorochromatii_CaD3","NP_662269.1","WP_011362198.1",56.522,1.1e-58,57,179
"Chl_chlorochromatii_CaD3","NP_662384.1","WP_011362353.1",87.158,0,100,676
"Chl_chlorochromatii_CaD3","NP_662522.1","WP_041466567.1",56.944,9.84e-78,100,228
"Chl_chlorochromatii_CaD3","NP_662656.1","WP_011361169.1",71.56,0,97,684
"Chl_chlorochromatii_CaD3","NP_662713.1","WP_011361363.1",81.879,0,100,776
"Chl_chlorochromatii_CaD3","NP_662819.1","WP_011357028.1",96.25,3.28e-51,100,151
"Chl_chlorochromatii_CaD3","NP_662820.1","WP_041466395.1",77.698,1.16e-72,100,210
"Chl_chlorochromatii_CaD3","NP_662836.1","WP_011361280.1",92.505,0,100,1071
"Chl_chlorochromatii_CaD3","NP_662868.1","WP_011362556.1",72.308,0,91,507
"Chl_chlorochromatii_CaD3","NP_662894.1","WP_011361390.1",69.474,4.47e-79,77,233
"Chl_chlorochromatii_CaD3","NP_662895.1","WP_011361389.1",88.509,0,100,1358
"Chl_chlorochromatii_CaD3","NP_663024.1","WP_011362826.1",90.217,0,100,521
"Chl_chlorochromatii_CaD3","NP_663025.1","WP_011362827.1",71.349,0,100,812
"Chl_chlorochromatii_CaD3","NP_663026.1","WP_011362828.1",80.676,0,99,714
"Chl_clathratiforme_BU_1","NP_660934.1","WP_012509378.1",69.139,2.51e-178,99,494
"Chl_clathratiforme_BU_1","NP_661538.1","WP_012508837.1",68.056,7.06e-66,100,193
"Chl_clathratiforme_BU_1","NP_661548.1","WP_012508829.1",59.649,1.51e-98,100,283
"Chl_clathratiforme_BU_1","NP_661549.1","WP_012508828.1",47.393,1.69e-65,93,198
"Chl_clathratiforme_BU_1","NP_661954.1","WP_012507930.1",76.061,0,96,537
"Chl_clathratiforme_BU_1","NP_661968.1","WP_012508071.1",69.945,3.52e-95,95,271
"Chl_clathratiforme_BU_1","NP_661979.1","WP_012508147.1",85.902,0,100,1089
"Chl_clathratiforme_BU_1","NP_661980.1","WP_012508146.1",87.186,0,100,721
"Chl_clathratiforme_BU_1","NP_662184.1","WP_012508514.1",81.935,0,100,991
"Chl_clathratiforme_BU_1","NP_662185.1","WP_012508515.1",85.26,0,88,601
"Chl_clathratiforme_BU_1","NP_662208.1","WP_012508342.1",75.885,0,97,741
"Chl_clathratiforme_BU_1","NP_662269.1","WP_012508450.1",59.113,4.68e-81,83,243
"Chl_clathratiforme_BU_1","NP_662384.1","WP_012507834.1",87.432,0,100,680
"Chl_clathratiforme_BU_1","NP_662522.1","WP_012507474.1",61.574,4.69e-93,100,267
"Chl_clathratiforme_BU_1","NP_662656.1","WP_012509361.1",69.725,0,97,664
"Chl_clathratiforme_BU_1","NP_662713.1","WP_012509079.1",83.221,0,100,786
"Chl_clathratiforme_BU_1","NP_662819.1","WP_012509207.1",93.75,1.41e-49,100,147
"Chl_clathratiforme_BU_1","NP_662820.1","WP_012509208.1",79.851,1.63e-72,96,210
"Chl_clathratiforme_BU_1","NP_662836.1","WP_012509220.1",90.659,0,100,1054
"Chl_clathratiforme_BU_1","NP_662868.1","WP_012507192.1",69.817,4.05e-161,92,451
"Chl_clathratiforme_BU_1","NP_662894.1","WP_012509323.1",58.091,1.29e-78,100,232
"Chl_clathratiforme_BU_1","NP_662895.1","WP_012509324.1",89.877,0,100,1375
"Chl_clathratiforme_BU_1","NP_663024.1","WP_012507154.1",88.768,0,100,503
"Chl_clathratiforme_BU_1","NP_663025.1","WP_012507153.1",72.593,0,100,824
"Chl_clathratiforme_BU_1","NP_663026.1","WP_012507152.1",82.619,0,100,734
"Chl_ferrooxidans_KoFox","NP_660934.1","WP_006366514.1",68.639,5.42e-176,100,488
"Chl_ferrooxidans_KoFox","NP_661538.1","WP_040433640.1",65.972,4.4e-73,100,211
"Chl_ferrooxidans_KoFox","NP_661548.1","WP_006367029.1",58.85,2.72e-97,100,279
"Chl_ferrooxidans_KoFox","NP_661549.1","WP_006367030.1",57.831,7.73e-69,75,206
"Chl_ferrooxidans_KoFox","NP_661954.1","WP_006366632.1",76.524,0,95,505
"Chl_ferrooxidans_KoFox","NP_661979.1","WP_006366012.1",86.393,0,100,1101
"Chl_ferrooxidans_KoFox","NP_661980.1","WP_006366011.1",87.688,0,100,733
"Chl_ferrooxidans_KoFox","NP_662184.1","WP_006366346.1",81.613,0,100,999
"Chl_ferrooxidans_KoFox","NP_662185.1","WP_006366347.1",87.246,0,88,592
"Chl_ferrooxidans_KoFox","NP_662208.1","WP_006366693.1",77.303,0,95,756
"Chl_ferrooxidans_KoFox","NP_662384.1","WP_006366194.1",87.705,0,100,682
"Chl_ferrooxidans_KoFox","NP_662522.1","WP_006365497.1",57.009,3e-76,99,224
"Chl_ferrooxidans_KoFox","NP_662656.1","WP_006366515.1",69.037,0,97,654
"Chl_ferrooxidans_KoFox","NP_662713.1","WP_006365367.1",85.011,0,100,804
"Chl_ferrooxidans_KoFox","NP_662819.1","WP_006366302.1",93.75,5.11e-50,100,148
"Chl_ferrooxidans_KoFox","NP_662820.1","WP_006366303.1",80.597,2.19e-73,96,212
"Chl_ferrooxidans_KoFox","NP_662836.1","WP_006366721.1",91.575,0,100,1065
"Chl_ferrooxidans_KoFox","NP_662868.1","WP_006366618.1",68.976,1.53e-171,92,477
"Chl_ferrooxidans_KoFox","NP_662894.1","WP_006367338.1",89.32,2.28e-68,45,207
"Chl_ferrooxidans_KoFox","NP_663024.1","WP_006366588.1",89.855,0,100,509
"Chl_ferrooxidans_KoFox","NP_663025.1","WP_006366587.1",73.383,0,100,838
"Chl_ferrooxidans_KoFox","NP_663026.1","WP_006366586.1",82.857,0,100,735
"Chl_limicola_DSM_245","NP_660934.1","WP_012467378.1",71.302,0,100,504
"Chl_limicola_DSM_245","NP_661538.1","WP_012465719.1",72.222,8.14e-78,100,223
"Chl_limicola_DSM_245","NP_661548.1","WP_012465728.1",63.274,5.24e-107,100,304
"Chl_limicola_DSM_245","NP_661549.1","WP_012465729.1",56.425,5.45e-73,81,217
"Chl_limicola_DSM_245","NP_661968.1","WP_012466156.1",65.217,1.18e-81,95,237
"Chl_limicola_DSM_245","NP_661979.1","WP_012466175.1",85.574,0,100,1088
"Chl_limicola_DSM_245","NP_661980.1","WP_012466176.1",87.688,0,100,722
"Chl_limicola_DSM_245","NP_662184.1","WP_012466420.1",81.935,0,100,980
"Chl_limicola_DSM_245","NP_662185.1","WP_012466421.1",87.861,0,88,596
"Chl_limicola_DSM_245","NP_662208.1","WP_012466443.1",75,0,99,760
"Chl_limicola_DSM_245","NP_662269.1","WP_012466499.1",59.091,7.07e-81,81,243
"Chl_limicola_DSM_245","NP_662384.1","WP_012466619.1",88.798,0,100,687
"Chl_limicola_DSM_245","NP_662522.1","WP_012465575.1",53.846,4.4e-73,100,217
"Chl_limicola_DSM_245","NP_662656.1","WP_012466876.1",82.96,0,99,790
"Chl_limicola_DSM_245","NP_662713.1","WP_012466940.1",82.774,0,100,786
"Chl_limicola_DSM_245","NP_662819.1","WP_012467037.1",96.25,4.22e-51,100,151
"Chl_limicola_DSM_245","NP_662820.1","WP_012467038.1",85.612,9.8e-83,100,236
"Chl_limicola_DSM_245","NP_662836.1","WP_012467050.1",91.026,0,100,1060
"Chl_limicola_DSM_245","NP_662868.1","WP_012467064.1",72.973,4.46e-176,92,489
"Chl_limicola_DSM_245","NP_662894.1","WP_012465163.1",81.034,5.94e-90,75,261
"Chl_limicola_DSM_245","NP_662895.1","WP_012465162.1",88.646,0,100,1358
"Chl_limicola_DSM_245","NP_663024.1","WP_012467084.1",89.13,0,100,508
"Chl_limicola_DSM_245","NP_663025.1","WP_012467085.1",74.768,0,100,840
"Chl_limicola_DSM_245","NP_663026.1","WP_012467086.1",80.238,0,100,714
"Chl_luteolum_DSM_273","NP_660934.1","WP_011358815.1",68.343,3.3e-177,100,491
"Chl_luteolum_DSM_273","NP_661538.1","WP_011357378.1",67.361,5.91e-70,100,203
"Chl_luteolum_DSM_273","NP_661548.1","WP_011357386.1",59.735,1.03e-95,100,275
"Chl_luteolum_DSM_273","NP_661549.1","WP_011357387.1",53.439,2.85e-65,85,197
"Chl_luteolum_DSM_273","NP_661954.1","WP_011357234.1",76.292,0,96,543
"Chl_luteolum_DSM_273","NP_661968.1","WP_011357819.1",65.217,6.07e-86,95,248
"Chl_luteolum_DSM_273","NP_661979.1","WP_011357796.1",85.738,0,100,1095
"Chl_luteolum_DSM_273","NP_661980.1","WP_011357795.1",86.935,0,100,722
"Chl_luteolum_DSM_273","NP_662184.1","WP_011357533.1",81.099,0,99,975
"Chl_luteolum_DSM_273","NP_662185.1","WP_011357532.1",81.026,0,99,611
"Chl_luteolum_DSM_273","NP_662208.1","WP_011358050.1",72.611,0,100,742
"Chl_luteolum_DSM_273","NP_662269.1","WP_011357631.1",48.536,3.08e-79,98,234
"Chl_luteolum_DSM_273","NP_662384.1","WP_011358231.1",89.071,0,100,691
"Chl_luteolum_DSM_273","NP_662522.1","WP_011358354.1",67.606,2.9e-98,100,280
"Chl_luteolum_DSM_273","NP_662656.1","WP_011357170.1",79.821,0,99,766
"Chl_luteolum_DSM_273","NP_662713.1","WP_011357099.1",80.313,0,100,777
"Chl_luteolum_DSM_273","NP_662819.1","WP_011357028.1",96.25,3.07e-51,100,151
"Chl_luteolum_DSM_273","NP_662820.1","WP_011357027.1",82.734,5.04e-80,100,228
"Chl_luteolum_DSM_273","NP_662836.1","WP_011357014.1",91.575,0,100,1070
"Chl_luteolum_DSM_273","NP_662868.1","WP_011357677.1",72,1.94e-175,91,487
"Chl_luteolum_DSM_273","NP_662894.1","WP_011358687.1",74.586,2.34e-78,74,232
"Chl_luteolum_DSM_273","NP_662895.1","WP_011358688.1",89.237,0,100,1365
"Chl_luteolum_DSM_273","NP_663024.1","WP_011356980.1",89.855,0,100,514
"Chl_luteolum_DSM_273","NP_663025.1","WP_011356979.1",72.812,0,100,811
"Chl_luteolum_DSM_273","NP_663026.1","WP_011356978.1",81.19,0,100,717
"Chl_phaeobacteroides_BS1","NP_660934.1","WP_012475862.1",65.089,3e-175,100,486
"Chl_phaeobacteroides_BS1","NP_661538.1","WP_012475103.1",66.4,5.56e-60,87,179
"Chl_phaeobacteroides_BS1","NP_661548.1","WP_012475093.1",59.556,6.33e-96,99,276
"Chl_phaeobacteroides_BS1","NP_661549.1","WP_081433084.1",56.667,4.54e-58,68,179
"Chl_phaeobacteroides_BS1","NP_661954.1","WP_012474793.1",74.848,0,96,533
"Chl_phaeobacteroides_BS1","NP_661968.1","WP_012474785.1",63.388,1.24e-80,95,234
"Chl_phaeobacteroides_BS1","NP_661979.1","WP_012474767.1",83.115,0,100,1069
"Chl_phaeobacteroides_BS1","NP_661980.1","WP_012474766.1",86.935,0,100,730
"Chl_phaeobacteroides_BS1","NP_662184.1","WP_012474475.1",77.17,0,100,942
"Chl_phaeobacteroides_BS1","NP_662185.1","WP_012474474.1",79.692,0,99,618
"Chl_phaeobacteroides_BS1","NP_662208.1","WP_012474451.1",74.573,0,100,748
"Chl_phaeobacteroides_BS1","NP_662269.1","WP_012474788.1",50.829,5.14e-64,74,199
"Chl_phaeobacteroides_BS1","NP_662384.1","WP_012474280.1",78.202,0,100,616
"Chl_phaeobacteroides_BS1","NP_662522.1","WP_012474028.1",42.857,4.31e-60,100,185
"Chl_phaeobacteroides_BS1","NP_662656.1","WP_012473727.1",69.977,0,98,657
"Chl_phaeobacteroides_BS1","NP_662713.1","WP_049756229.1",82.366,0,100,775
"Chl_phaeobacteroides_BS1","NP_662820.1","WP_012475564.1",72.662,5.88e-71,100,206
"Chl_phaeobacteroides_BS1","NP_662836.1","WP_012475577.1",91.026,0,100,1060
"Chl_phaeobacteroides_BS1","NP_662868.1","WP_012475594.1",68.502,3.42e-175,91,486
"Chl_phaeobacteroides_BS1","NP_662894.1","WP_012473766.1",67.778,2.43e-74,74,221
"Chl_phaeobacteroides_BS1","NP_662895.1","WP_012473765.1",85.812,0,100,1300
"Chl_phaeobacteroides_BS1","NP_663024.1","WP_012475625.1",83.696,6.49e-177,100,485
"Chl_phaeobacteroides_BS1","NP_663025.1","WP_012475626.1",72.998,0,100,810
"Chl_phaeobacteroides_BS1","NP_663026.1","WP_012475627.1",82.143,0,100,723
"Chl_phaeobacteroides_DSM_266","NP_660934.1","WP_015961225.1",68.935,3.17e-179,100,496
"Chl_phaeobacteroides_DSM_266","NP_661538.1","WP_011744742.1",68.056,9.16e-74,100,213
"Chl_phaeobacteroides_DSM_266","NP_661548.1","WP_011744751.1",61.504,4.3e-96,100,276
"Chl_phaeobacteroides_DSM_266","NP_661549.1","WP_011744752.1",50.746,2.43e-65,85,198
"Chl_phaeobacteroides_DSM_266","NP_661968.1","WP_011745133.1",65.079,3.9e-87,98,251
"Chl_phaeobacteroides_DSM_266","NP_661979.1","WP_011745160.1",86.393,0,100,1103
"Chl_phaeobacteroides_DSM_266","NP_661980.1","WP_011745161.1",87.688,0,100,730
"Chl_phaeobacteroides_DSM_266","NP_662184.1","WP_011745461.1",82.258,0,100,998
"Chl_phaeobacteroides_DSM_266","NP_662185.1","WP_011745462.1",86.416,0,88,603
"Chl_phaeobacteroides_DSM_266","NP_662208.1","WP_011745475.1",75.375,0,99,768
"Chl_phaeobacteroides_DSM_266","NP_662269.1","WP_011745559.1",57.078,4.5e-81,87,243
"Chl_phaeobacteroides_DSM_266","NP_662384.1","WP_011745711.1",89.617,0,100,694
"Chl_phaeobacteroides_DSM_266","NP_662522.1","WP_011744449.1",66.667,7.72e-97,100,277
"Chl_phaeobacteroides_DSM_266","NP_662656.1","WP_011744107.1",71.071,0,97,678
"Chl_phaeobacteroides_DSM_266","NP_662713.1","WP_011745897.1",83.445,0,100,797
"Chl_phaeobacteroides_DSM_266","NP_662820.1","WP_011746083.1",82.734,2.26e-79,100,227
"Chl_phaeobacteroides_DSM_266","NP_662836.1","WP_011746095.1",91.392,0,100,1066
"Chl_phaeobacteroides_DSM_266","NP_662868.1","WP_011746133.1",71.171,4.44e-172,92,479
"Chl_phaeobacteroides_DSM_266","NP_662894.1","WP_011744127.1",66.805,8.41e-92,100,266
"Chl_phaeobacteroides_DSM_266","NP_662895.1","WP_011744126.1",89.74,0,100,1381
"Chl_phaeobacteroides_DSM_266","NP_663024.1","WP_011746157.1",90.217,0,100,508
"Chl_phaeobacteroides_DSM_266","NP_663025.1","WP_011746158.1",72.509,0,100,826
"Chl_phaeobacteroides_DSM_266","NP_663026.1","WP_011746159.1",81.667,0,100,724
"Chl_phaeoferrooxidans_KB01","NP_660934.1","WP_076792404.1",68.639,7.84e-176,100,487
"Chl_phaeoferrooxidans_KB01","NP_661538.1","WP_076789967.1",65.278,1.09e-71,100,208
"Chl_phaeoferrooxidans_KB01","NP_661548.1","WP_076789951.1",58.85,6.9e-98,100,281
"Chl_phaeoferrooxidans_KB01","NP_661549.1","WP_076789948.1",57.229,6.06e-68,75,203
"Chl_phaeoferrooxidans_KB01","NP_661954.1","WP_076791080.1",76.22,0,95,529
"Chl_phaeoferrooxidans_KB01","NP_661968.1","WP_083694653.1",73.77,7.39e-101,95,285
"Chl_phaeoferrooxidans_KB01","NP_661979.1","WP_076789400.1",86.393,0,100,1100
"Chl_phaeoferrooxidans_KB01","NP_661980.1","WP_076789397.1",87.437,0,100,729
"Chl_phaeoferrooxidans_KB01","NP_662184.1","WP_076789408.1",81.774,0,100,987
"Chl_phaeoferrooxidans_KB01","NP_662185.1","WP_076789411.1",87.179,0,90,602
"Chl_phaeoferrooxidans_KB01","NP_662208.1","WP_076792792.1",77.303,0,95,757
"Chl_phaeoferrooxidans_KB01","NP_662384.1","WP_006366194.1",87.705,0,100,682
"Chl_phaeoferrooxidans_KB01","NP_662522.1","WP_076791781.1",58.065,1.28e-75,99,223
"Chl_phaeoferrooxidans_KB01","NP_662656.1","WP_076792385.1",71.33,0,97,678
"Chl_phaeoferrooxidans_KB01","NP_662713.1","WP_076789139.1",84.787,0,100,803
"Chl_phaeoferrooxidans_KB01","NP_662819.1","WP_006366302.1",93.75,4.98e-50,100,148
"Chl_phaeoferrooxidans_KB01","NP_662820.1","WP_076792089.1",80.597,1.74e-73,96,212
"Chl_phaeoferrooxidans_KB01","NP_662836.1","WP_076792071.1",91.758,0,100,1066
"Chl_phaeoferrooxidans_KB01","NP_662868.1","WP_076792483.1",69.207,3.03e-171,92,476
"Chl_phaeoferrooxidans_KB01","NP_662894.1","WP_076789748.1",85.294,3.57e-66,44,202
"Chl_phaeoferrooxidans_KB01","NP_662895.1","WP_076789750.1",87.688,0,100,1350
"Chl_phaeoferrooxidans_KB01","NP_663024.1","WP_006366588.1",89.855,0,100,509
"Chl_phaeoferrooxidans_KB01","NP_663025.1","WP_076793036.1",73.937,0,100,841
"Chl_phaeoferrooxidans_KB01","NP_663026.1","WP_076793034.1",82.619,0,100,733
"Chl_phaeovibrioides_DSM_265","NP_660934.1","WP_041470240.1",63.798,5.27e-169,99,470
"Chl_phaeovibrioides_DSM_265","NP_661538.1","WP_011890394.1",67.361,6.29e-72,100,208
"Chl_phaeovibrioides_DSM_265","NP_661548.1","WP_011890386.1",62.996,7.06e-103,100,293
"Chl_phaeovibrioides_DSM_265","NP_661549.1","WP_011890385.1",55.28,1.14e-58,72,179
"Chl_phaeovibrioides_DSM_265","NP_661954.1","WP_011889777.1",75.61,0,95,533
"Chl_phaeovibrioides_DSM_265","NP_661968.1","WP_011890096.1",67.204,3.47e-86,96,248
"Chl_phaeovibrioides_DSM_265","NP_661979.1","WP_011890106.1",85.41,0,100,1093
"Chl_phaeovibrioides_DSM_265","NP_661980.1","WP_011890107.1",87.437,0,100,725
"Chl_phaeovibrioides_DSM_265","NP_662184.1","WP_011890295.1",81.452,0,100,994
"Chl_phaeovibrioides_DSM_265","NP_662185.1","WP_011890296.1",80.612,0,99,614
"Chl_phaeovibrioides_DSM_265","NP_662208.1","WP_011890289.1",72.967,0,97,729
"Chl_phaeovibrioides_DSM_265","NP_662384.1","WP_011890560.1",86.885,0,100,679
"Chl_phaeovibrioides_DSM_265","NP_662522.1","WP_011890652.1",65.728,9.8e-88,100,253
"Chl_phaeovibrioides_DSM_265","NP_662656.1","WP_011889620.1",68.565,0,97,651
"Chl_phaeovibrioides_DSM_265","NP_662713.1","WP_011889652.1",80.761,0,100,778
"Chl_phaeovibrioides_DSM_265","NP_662819.1","WP_011889581.1",95,1.64e-50,100,149
"Chl_phaeovibrioides_DSM_265","NP_662820.1","WP_011889580.1",70.504,7.42e-61,100,180
"Chl_phaeovibrioides_DSM_265","NP_662836.1","WP_011889567.1",91.758,0,100,1070
"Chl_phaeovibrioides_DSM_265","NP_662868.1","WP_011889555.1",66.972,2.96e-167,91,466
"Chl_phaeovibrioides_DSM_265","NP_662894.1","WP_011890851.1",65.517,1.33e-85,76,251
"Chl_phaeovibrioides_DSM_265","NP_662895.1","WP_011890852.1",88.011,0,100,1352
"Chl_phaeovibrioides_DSM_265","NP_663024.1","WP_011889534.1",89.493,0,100,509
"Chl_phaeovibrioides_DSM_265","NP_663025.1","WP_011889533.1",71.136,0,100,808
"Chl_phaeovibrioides_DSM_265","NP_663026.1","WP_011889532.1",82.381,0,100,732
"Chl_sp_N1","NP_660934.1","WP_131355380.1",70.118,0,100,505
"Chl_sp_N1","NP_661538.1","WP_131357848.1",64.583,2.02e-69,100,202
"Chl_sp_N1","NP_661548.1","WP_131357824.1",60.619,3.62e-97,100,279
"Chl_sp_N1","NP_661549.1","WP_131357821.1",58.228,8.83e-62,71,187
"Chl_sp_N1","NP_661954.1","WP_131356991.1",75.668,0,98,534
"Chl_sp_N1","NP_661968.1","WP_131357513.1",66.667,8.39e-90,95,257
"Chl_sp_N1","NP_661979.1","WP_131357203.1",86.393,0,100,1107
"Chl_sp_N1","NP_661980.1","WP_131357200.1",88.191,0,100,729
"Chl_sp_N1","NP_662184.1","WP_131358125.1",80.354,0,100,953
"Chl_sp_N1","NP_662185.1","WP_131358122.1",83.333,0,99,619
"Chl_sp_N1","NP_662208.1","WP_131353621.1",74.409,0,99,758
"Chl_sp_N1","NP_662269.1","WP_131358165.1",56.452,1.16e-74,76,222
"Chl_sp_N1","NP_662384.1","WP_131353959.1",88.798,0,100,691
"Chl_sp_N1","NP_662522.1","WP_131354151.1",66.667,2.15e-99,100,283
"Chl_sp_N1","NP_662656.1","WP_131357116.1",80.899,0,99,769
"Chl_sp_N1","NP_662713.1","WP_131356516.1",79.418,0,100,763
"Chl_sp_N1","NP_662819.1","WP_131356300.1",93.75,1.66e-50,100,149
"Chl_sp_N1","NP_662820.1","WP_131356297.1",81.295,1.82e-68,100,199
"Chl_sp_N1","NP_662836.1","WP_131356257.1",92.125,0,100,1051
"Chl_sp_N1","NP_662868.1","WP_131353631.1",73.765,1.73e-180,91,499
"Chl_sp_N1","NP_662894.1","WP_131354988.1",71.429,2.92e-79,85,234
"Chl_sp_N1","NP_662895.1","WP_131354991.1",89.646,0,100,1370
"Chl_sp_N1","NP_663024.1","WP_131356147.1",89.493,0,100,510
"Chl_sp_N1","NP_663025.1","WP_131356144.1",72.913,0,100,819
"Chl_sp_N1","NP_663026.1","WP_131356141.1",80.714,0,100,712
"Chl_tepidum_TLS","NP_660934.1","NP_660934.1",100,0,100,697
"Chl_tepidum_TLS","NP_661538.1","NP_661538.1",100,5.22e-108,100,300
"Chl_tepidum_TLS","NP_661548.1","NP_661548.1",100,1.36e-168,100,459
"Chl_tepidum_TLS","NP_661549.1","NP_661549.1",100,6.94e-169,100,460
"Chl_tepidum_TLS","NP_661937.1","NP_661937.1",100,1.11e-51,100,152
"Chl_tepidum_TLS","NP_661954.1","NP_661954.1",100,0,100,706
"Chl_tepidum_TLS","NP_661968.1","NP_661968.1",100,7.34e-142,100,389
"Chl_tepidum_TLS","NP_661979.1","NP_661979.1",100,0,100,1244
"Chl_tepidum_TLS","NP_661980.1","NP_661980.1",100,0,100,809
"Chl_tepidum_TLS","NP_662184.1","NP_662184.1",100,0,100,1250
"Chl_tepidum_TLS","NP_662185.1","NP_662185.1",100,0,100,790
"Chl_tepidum_TLS","NP_662208.1","NP_662208.1",100,0,100,979
"Chl_tepidum_TLS","NP_662269.1","NP_662269.1",100,2.11e-180,100,491
"Chl_tepidum_TLS","NP_662384.1","NP_662384.1",100,0,100,752
"Chl_tepidum_TLS","NP_662522.1","NP_662522.1",100,5.46e-154,100,421
"Chl_tepidum_TLS","NP_662656.1","NP_662656.1",100,0,100,940
"Chl_tepidum_TLS","NP_662713.1","NP_662713.1",100,0,100,931
"Chl_tepidum_TLS","NP_662819.1","NP_662819.1",100,2.04e-54,100,159
"Chl_tepidum_TLS","NP_662820.1","NP_662820.1",100,4.49e-96,100,269
