"query_name"	"subject_name"	"qseqid"	"sseqid"	"pident"	"evalue"	"qcovhsp"	"bitscore"	"gene_name"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012506895.1"	"WP_011362603.1"	95	2.6e-101	100	282	"aprB"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012508985.1"	"WP_011362959.1"	59.794	4.13e-44	100	134	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012508102.1"	"WP_011361915.1"	83.884	0	100	860	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012506869.1"	"WP_011363012.1"	74.71	0	100	649	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012507601.1"	"WP_011362936.1"	80	0	99	1004	"soxB"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012507599.1"	"WP_011362934.1"	74.035	1.59e-162	100	449	"soxA"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012507598.1"	"WP_011362933.1"	73.267	1.66e-53	100	159	"soxZ"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012507597.1"	"WP_011362932.1"	70.588	1.14e-76	100	221	"soxY"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012507596.1"	"WP_011362931.1"	66.087	2.64e-57	100	169	"soxX"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012506896.1"	"WP_011362604.1"	84.615	0	100	739	"sat"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012508979.1"	"WP_011362953.1"	37.677	1.25e-49	99	166	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012506868.1"	"WP_011363013.1"	60.163	2.7e-47	97	145	"fccA"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012508983.1"	"WP_011362957.1"	68.485	8.33e-175	99	484	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_chlorochromatii_CaD3"	"WP_012506890.1"	"WP_011362599.1"	78.626	0	100	661	"qmoC"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508980.1"	"WP_012508980.1"	100	0	100	538	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506891.1"	"WP_012506891.1"	100	0	100	1555	"qmoB"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508989.1"	"WP_012508989.1"	100	0	100	1192	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506894.1"	"WP_012506894.1"	100	0	100	1379	"aprA"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508982.1"	"WP_012508982.1"	100	0	100	1152	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508993.1"	"WP_012508993.1"	100	0	100	937	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508991.1"	"WP_012508991.1"	100	0	100	872	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508990.1"	"WP_012508990.1"	100	0	100	753	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508571.1"	"WP_012508571.1"	100	0	100	1191	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508102.1"	"WP_012508102.1"	100	0	100	1005	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506869.1"	"WP_012506869.1"	100	0	100	881	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012507601.1"	"WP_012507601.1"	100	0	100	1209	"soxB"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012507599.1"	"WP_012507599.1"	100	0	100	594	"soxA"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506896.1"	"WP_012506896.1"	100	0	100	842	"sat"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508979.1"	"WP_012508979.1"	100	0	100	697	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508983.1"	"WP_012508983.1"	100	0	100	673	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508572.1"	"WP_012508572.1"	100	0	100	754	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506890.1"	"WP_012506890.1"	100	0	100	811	"qmoC"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508570.1"	"WP_012508570.1"	100	6.73e-170	100	463	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508569.1"	"WP_012508569.1"	100	5.38e-145	100	397	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012507597.1"	"WP_012507597.1"	100	1.33e-110	100	307	"soxY"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506866.1"	"WP_012506866.1"	100	5.06e-107	100	297	"soyY"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506895.1"	"WP_012506895.1"	100	2.59e-106	100	295	"aprB"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506868.1"	"WP_012506868.1"	100	3.5e-90	100	253	"fccA"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_041526868.1"	"WP_041526868.1"	100	5.77e-90	100	253	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508987.1"	"WP_012508987.1"	100	3.78e-86	100	243	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012507596.1"	"WP_012507596.1"	100	3.83e-85	100	240	"soxX"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508992.1"	"WP_012508992.1"	100	7.71e-82	100	231	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012507598.1"	"WP_012507598.1"	100	8.12e-72	100	205	"soxZ"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012506867.1"	"WP_012506867.1"	100	8.64e-72	100	205	"soyZ"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508985.1"	"WP_012508985.1"	100	2.26e-71	100	203	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_clathratiforme_BU_1"	"WP_012508994.1"	"WP_012508994.1"	100	1.22e-54	100	160	"tusA"
"Chl_clathratiforme_BU_1"	"Chl_ferrooxidans_KoFox"	"WP_012508571.1"	"WP_006366944.1"	91.608	0	100	1105	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_ferrooxidans_KoFox"	"WP_012508102.1"	"WP_006365979.1"	88.43	0	100	915	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_ferrooxidans_KoFox"	"WP_012508570.1"	"WP_006366943.1"	86.726	6.97e-153	99	420	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_ferrooxidans_KoFox"	"WP_012508569.1"	"WP_006366942.1"	75.949	4.89e-90	81	257	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_ferrooxidans_KoFox"	"WP_012508572.1"	"WP_006366945.1"	88.398	0	100	629	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508992.1"	"WP_012465657.1"	82.883	5.71e-68	100	196	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508987.1"	"WP_012465663.1"	86.555	1.52e-75	100	216	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508980.1"	"WP_012465670.1"	63.953	3.8e-125	100	352	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508980.1"	"WP_012465023.1"	41.546	7.15e-45	80	154	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508989.1"	"WP_012465660.1"	81.076	0	99	1002	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508982.1"	"WP_012465668.1"	81.387	0	99	968	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508993.1"	"WP_012465656.1"	63.415	0	99	598	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_041526868.1"	"WP_012465664.1"	85.95	3.09e-66	96	192	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508991.1"	"WP_012465658.1"	82.494	0	100	740	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508990.1"	"WP_012465659.1"	89.972	0	100	697	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508985.1"	"WP_012465665.1"	63.918	5.02e-46	100	139	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508571.1"	"WP_012465814.1"	90.035	0	100	1093	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508102.1"	"WP_012467291.1"	39.549	2.23e-125	100	370	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508570.1"	"WP_012465815.1"	87.168	9.8e-153	99	420	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012506869.1"	"WP_012465000.1"	79.07	0	100	707	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012506867.1"	"WP_012464998.1"	61.856	1.7e-41	95	128	"soyZ"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508569.1"	"WP_012465816.1"	64.968	1.01e-73	81	216	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508979.1"	"WP_012465671.1"	43.49	1.89e-103	99	306	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012506868.1"	"WP_012464999.1"	62.5	3.65e-44	97	137	"fccA"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012506866.1"	"WP_012464997.1"	60	3.45e-62	100	184	"soyY"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508983.1"	"WP_012465667.1"	64.955	9.72e-173	100	479	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_limicola_DSM_245"	"WP_012508572.1"	"WP_012465813.1"	89.503	0	100	619	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508992.1"	"WP_011356801.1"	80.18	1.79e-65	100	189	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508987.1"	"WP_011356806.1"	84.874	3.31e-74	100	212	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508980.1"	"WP_011356813.1"	56.8	8.89e-104	97	298	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508980.1"	"WP_011356794.1"	42.029	8.83e-45	80	154	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508989.1"	"WP_011356804.1"	75.26	0	100	911	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508982.1"	"WP_011356811.1"	82.117	0	99	972	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508993.1"	"WP_011356800.1"	57.837	0	99	541	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_041526868.1"	"WP_011356807.1"	80	7.4e-70	95	202	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508991.1"	"WP_011356802.1"	82.254	0	100	729	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508990.1"	"WP_011356803.1"	90.529	0	100	701	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508571.1"	"WP_011358178.1"	88.986	0	100	1084	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508102.1"	"WP_011356837.1"	82.438	0	100	858	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508102.1"	"WP_011358758.1"	38.398	1.14e-123	100	365	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508570.1"	"WP_011358179.1"	79.736	2.55e-139	100	385	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508569.1"	"WP_011358180.1"	70.253	1.04e-83	81	241	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508979.1"	"WP_011356814.1"	34.271	3.96e-49	99	166	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508983.1"	"WP_011356810.1"	65.861	8.22e-166	100	461	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_luteolum_DSM_273"	"WP_012508572.1"	"WP_011358177.1"	82.873	0	100	594	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508992.1"	"WP_011744037.1"	81.982	3.13e-67	100	195	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508992.1"	"WP_012475252.1"	72.973	7.39e-58	100	171	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508987.1"	"WP_011744042.1"	89.916	5.8e-79	100	225	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508987.1"	"WP_012475247.1"	84.874	7.63e-74	100	212	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508980.1"	"WP_011744049.1"	65.891	6.15e-131	100	368	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508980.1"	"WP_012475240.1"	61.776	3.08e-121	100	343	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508980.1"	"WP_011744029.1"	42.029	4.1e-45	80	155	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506891.1"	"WP_012475230.1"	80.933	0	100	1286	"qmoB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508989.1"	"WP_011744040.1"	79.066	0	100	986	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508989.1"	"WP_012475249.1"	41.166	2.7e-158	99	462	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506894.1"	"WP_012475231.1"	92.249	0	100	1293	"aprA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508994.1"	"WP_011744035.1"	80.769	1.99e-44	100	135	"tusA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508982.1"	"WP_012475242.1"	85.455	0	100	1004	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508982.1"	"WP_011744047.1"	83.394	0	99	992	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508993.1"	"WP_011744036.1"	67.478	0	99	641	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508993.1"	"WP_012475253.1"	62.851	0	100	590	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_041526868.1"	"WP_011744043.1"	81.746	2.11e-73	100	212	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_041526868.1"	"WP_012475246.1"	82.5	1.3e-70	95	204	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508991.1"	"WP_011744038.1"	86.091	0	100	774	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508991.1"	"WP_012475251.1"	75.318	0	94	664	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508990.1"	"WP_011744039.1"	92.201	0	100	709	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508990.1"	"WP_012475250.1"	75.766	0	100	608	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506895.1"	"WP_012475232.1"	96.429	6.73e-103	100	287	"aprB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508985.1"	"WP_011744044.1"	76.289	3.33e-52	100	156	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508985.1"	"WP_012475245.1"	69.072	1.69e-49	100	149	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508571.1"	"WP_011744848.1"	88.462	0	100	1078	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508571.1"	"WP_012474990.1"	85.49	0	100	1020	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508102.1"	"WP_012475782.1"	42.71	1.44e-132	100	389	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508102.1"	"WP_011746332.1"	39.425	8.19e-125	100	369	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508570.1"	"WP_011744849.1"	84.581	1.03e-149	100	413	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508570.1"	"WP_012474989.1"	73.451	1.31e-128	99	360	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506869.1"	"WP_011743944.1"	76.279	0	100	678	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506869.1"	"WP_011744358.1"	73.023	0	100	642	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506869.1"	"WP_012473490.1"	69.767	0	100	616	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506867.1"	"WP_011743942.1"	63.918	6.48e-43	95	132	"soyZ"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506896.1"	"WP_012475233.1"	83.127	0	100	718	"sat"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508569.1"	"WP_011744850.1"	71.613	4.99e-81	80	235	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508569.1"	"WP_012474988.1"	58.065	1.97e-63	79	191	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508979.1"	"WP_012475239.1"	42.969	5.97e-104	99	308	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508979.1"	"WP_011744050.1"	45.431	4.75e-103	99	306	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506868.1"	"WP_011743943.1"	60	2.03e-46	97	143	"fccA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506866.1"	"WP_011743941.1"	51.163	3.44e-48	89	149	"soyY"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508983.1"	"WP_011744046.1"	68.882	4.6e-178	100	493	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508983.1"	"WP_012475243.1"	67.372	6.04e-174	100	483	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508572.1"	"WP_011744847.1"	85.912	0	100	597	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012508572.1"	"WP_012474991.1"	78.899	0	90	557	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_BS1"	"WP_012506890.1"	"WP_012475229.1"	77.354	0	100	655	"qmoC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508992.1"	"WP_011744037.1"	81.982	3.13e-67	100	195	"dsrC"
