Plate_number	Well	Sample_name	Replicate	Sample_type	Treatment	Blanking_group	Dilution_factor	Standard_conc
2	F5	t6_14	1	Unknown	Fe2	Fe2	1.09	NA
2	F6	t6_14	1	Unknown	Fe2	Fe2	1.09	NA
2	G5	t6_15	1	Unknown	Fe2	Fe2	1.09	NA
2	G6	t6_15	1	Unknown	Fe2	Fe2	1.09	NA
2	H5	t6_16	1	Unknown	Fe2	Fe2	1.09	NA
2	H6	t6_16	1	Unknown	Fe2	Fe2	1.09	NA
2	A7	Blank	1	Blank	FeTot	FeTot	1	NA
2	A8	Blank	1	Blank	FeTot	FeTot	1	NA
2	B7				FeTot	FeTot		
2	B8				FeTot	FeTot		
2	C7				FeTot	FeTot		
2	C8				FeTot	FeTot		
2	D7				FeTot	FeTot		
2	D8				FeTot	FeTot		
2	E7				FeTot	FeTot		
2	E8				FeTot	FeTot		
2	F7	FeCl2_2k	1	Unknown	FeTot	FeTot	2181.8	NA
2	F8	FeCl2_2k	1	Unknown	FeTot	FeTot	2181.8	NA
2	G7	FeCl2_5k	1	Unknown	FeTot	FeTot	5454.5	NA
2	G8	FeCl2_5k	1	Unknown	FeTot	FeTot	5454.5	NA
2	H7	FeCl2_10k	1	Unknown	FeTot	FeTot	10909.1	NA
2	H8	FeCl2_10k	1	Unknown	FeTot	FeTot	10909.1	NA
2	A9	t6_1	1	Unknown	FeTot	FeTot	1.09	NA
2	A10	t6_1	1	Unknown	FeTot	FeTot	1.09	NA
2	B9	t6_2	1	Unknown	FeTot	FeTot	1.09	NA
2	B10	t6_2	1	Unknown	FeTot	FeTot	1.09	NA
2	C9	t6_3	1	Unknown	FeTot	FeTot	1.09	NA
2	C10	t6_3	1	Unknown	FeTot	FeTot	1.09	NA
2	D9	t6_4	1	Unknown	FeTot	FeTot	1.09	NA
2	D10	t6_4	1	Unknown	FeTot	FeTot	1.09	NA
2	E9	t6_5	1	Unknown	FeTot	FeTot	1.09	NA
2	E10	t6_5	1	Unknown	FeTot	FeTot	1.09	NA
2	F9	t6_6	1	Unknown	FeTot	FeTot	1.09	NA
2	F10	t6_6	1	Unknown	FeTot	FeTot	1.09	NA
2	G9	t6_7	1	Unknown	FeTot	FeTot	1.09	NA
2	G10	t6_7	1	Unknown	FeTot	FeTot	1.09	NA
2	H9	t6_8	1	Unknown	FeTot	FeTot	1.09	NA
2	H10	t6_8	1	Unknown	FeTot	FeTot	1.09	NA
2	A11	t6_9	1	Unknown	FeTot	FeTot	1.09	NA
2	A12	t6_9	1	Unknown	FeTot	FeTot	1.09	NA
2	B11	t6_10	1	Unknown	FeTot	FeTot	1.09	NA
2	B12	t6_10	1	Unknown	FeTot	FeTot	1.09	NA
2	C11	t6_11	1	Unknown	FeTot	FeTot	1.09	NA
2	C12	t6_11	1	Unknown	FeTot	FeTot	1.09	NA
2	D11	t6_12	1	Unknown	FeTot	FeTot	1.09	NA
2	D12	t6_12	1	Unknown	FeTot	FeTot	1.09	NA
2	E11	t6_13	1	Unknown	FeTot	FeTot	1.09	NA
2	E12	t6_13	1	Unknown	FeTot	FeTot	1.09	NA
2	F11	t6_14	1	Unknown	FeTot	FeTot	1.09	NA
2	F12	t6_14	1	Unknown	FeTot	FeTot	1.09	NA
2	G11	t6_15	1	Unknown	FeTot	FeTot	1.09	NA
2	G12	t6_15	1	Unknown	FeTot	FeTot	1.09	NA
2	H11	t6_16	1	Unknown	FeTot	FeTot	1.09	NA
2	H12	t6_16	1	Unknown	FeTot	FeTot	1.09	NA
