"subject_name","qseqid","sseqid","pident","evalue","qcovhsp","bitscore"
"Chl_chlorochromatii_CaD3","WP_012508987.1","WP_011362961.1",89.076,2.61e-78,100,223
"Chl_chlorochromatii_CaD3","WP_012508989.1","WP_011362963.1",77.202,0,100,967
"Chl_chlorochromatii_CaD3","WP_012508990.1","WP_041466582.1",88.858,0,100,692
"Chl_chlorochromatii_CaD3","WP_012508991.1","WP_011362965.1",82.775,0,100,726
"Chl_chlorochromatii_CaD3","WP_012508992.1","WP_011362966.1",83.784,4.95e-68,100,196
"Chl_chlorochromatii_CaD3","WP_012508993.1","WP_011362967.1",58.009,0,100,540
"Chl_chlorochromatii_CaD3","WP_012508994.1","WP_041466583.1",74.324,5.1e-41,96,125
"Chl_chlorochromatii_CaD3","WP_041526868.1","WP_011362960.1",85.124,2.81e-74,96,213
"Chl_clathratiforme_BU_1","WP_012506866.1","WP_012506866.1",100,5.06e-107,100,297
"Chl_clathratiforme_BU_1","WP_012506867.1","WP_012506867.1",100,8.64e-72,100,205
"Chl_clathratiforme_BU_1","WP_012506868.1","WP_012506868.1",100,3.5e-90,100,253
"Chl_clathratiforme_BU_1","WP_012506869.1","WP_012506869.1",100,0,100,881
"Chl_clathratiforme_BU_1","WP_012506890.1","WP_012506890.1",100,0,100,811
"Chl_clathratiforme_BU_1","WP_012506891.1","WP_012506891.1",100,0,100,1555
"Chl_clathratiforme_BU_1","WP_012506892.1","WP_012506892.1",100,0,100,853
"Chl_clathratiforme_BU_1","WP_012506894.1","WP_012506894.1",100,0,100,1379
"Chl_clathratiforme_BU_1","WP_012506895.1","WP_012506895.1",100,2.59e-106,100,295
"Chl_clathratiforme_BU_1","WP_012506896.1","WP_012506896.1",100,0,100,842
"Chl_clathratiforme_BU_1","WP_012507595.1","WP_012507595.1",100,0,100,877
"Chl_clathratiforme_BU_1","WP_012507596.1","WP_012507596.1",100,3.83e-85,100,240
"Chl_clathratiforme_BU_1","WP_012507597.1","WP_012507597.1",100,1.33e-110,100,307
"Chl_clathratiforme_BU_1","WP_012507598.1","WP_012507598.1",100,8.12e-72,100,205
"Chl_clathratiforme_BU_1","WP_012507599.1","WP_012507599.1",100,0,100,594
"Chl_clathratiforme_BU_1","WP_012507600.1","WP_012507600.1",100,6.16e-68,100,195
"Chl_clathratiforme_BU_1","WP_012507601.1","WP_012507601.1",100,0,100,1209
"Chl_clathratiforme_BU_1","WP_012508058.1","WP_012508058.1",100,0,100,561
"Chl_clathratiforme_BU_1","WP_012508059.1","WP_012508059.1",100,0,100,704
"Chl_clathratiforme_BU_1","WP_012508060.1","WP_012508060.1",100,0,100,575
"Chl_clathratiforme_BU_1","WP_012508062.1","WP_012508062.1",100,0,100,1362
"Chl_clathratiforme_BU_1","WP_012508090.1","WP_012508090.1",100,0,100,1923
"Chl_clathratiforme_BU_1","WP_012508091.1","WP_012508091.1",100,7.22e-152,100,415
"Chl_clathratiforme_BU_1","WP_012508092.1","WP_012508092.1",100,0,100,593
"Chl_clathratiforme_BU_1","WP_012508102.1","WP_012508102.1",100,0,100,1005
"Chl_clathratiforme_BU_1","WP_012508569.1","WP_012508569.1",100,5.38e-145,100,397
"Chl_clathratiforme_BU_1","WP_012508570.1","WP_012508570.1",100,6.73e-170,100,463
"Chl_clathratiforme_BU_1","WP_012508571.1","WP_012508571.1",100,0,100,1191
"Chl_clathratiforme_BU_1","WP_012508572.1","WP_012508572.1",100,0,100,754
"Chl_clathratiforme_BU_1","WP_012508979.1","WP_012508979.1",100,0,100,697
"Chl_clathratiforme_BU_1","WP_012508980.1","WP_012508980.1",100,0,100,538
"Chl_clathratiforme_BU_1","WP_012508981.1","WP_012508981.1",100,5.67e-96,100,268
"Chl_clathratiforme_BU_1","WP_012508982.1","WP_012508982.1",100,0,100,1152
"Chl_clathratiforme_BU_1","WP_012508983.1","WP_012508983.1",100,0,100,673
"Chl_clathratiforme_BU_1","WP_012508984.1","WP_012508984.1",100,9.27e-115,100,318
"Chl_clathratiforme_BU_1","WP_012508985.1","WP_012508985.1",100,2.26e-71,100,203
"Chl_clathratiforme_BU_1","WP_012508987.1","WP_012508987.1",100,3.78e-86,100,243
"Chl_clathratiforme_BU_1","WP_012508989.1","WP_012508989.1",100,0,100,1192
"Chl_clathratiforme_BU_1","WP_012508990.1","WP_012508990.1",100,0,100,753
"Chl_clathratiforme_BU_1","WP_012508991.1","WP_012508991.1",100,0,100,872
"Chl_clathratiforme_BU_1","WP_012508992.1","WP_012508992.1",100,7.71e-82,100,231
"Chl_clathratiforme_BU_1","WP_012508993.1","WP_012508993.1",100,0,100,937
"Chl_clathratiforme_BU_1","WP_012508994.1","WP_012508994.1",100,1.22e-54,100,160
"Chl_clathratiforme_BU_1","WP_041526868.1","WP_041526868.1",100,5.77e-90,100,253
"Chl_ferrooxidans_KoFox","WP_012508058.1","WP_040433557.1",87.454,0,100,506
"Chl_ferrooxidans_KoFox","WP_012508059.1","WP_006366817.1",80.299,0,99,584
"Chl_ferrooxidans_KoFox","WP_012508060.1","WP_006366816.1",69.565,2.01e-151,100,420
"Chl_ferrooxidans_KoFox","WP_012508062.1","WP_006366814.1",85.976,0,100,1191
"Chl_ferrooxidans_KoFox","WP_012508102.1","WP_006365979.1",88.43,0,100,915
"Chl_ferrooxidans_KoFox","WP_012508569.1","WP_006366942.1",75.949,4.89e-90,81,257
"Chl_ferrooxidans_KoFox","WP_012508570.1","WP_006366943.1",86.726,6.97e-153,99,420
"Chl_ferrooxidans_KoFox","WP_012508571.1","WP_006366944.1",91.608,0,100,1105
"Chl_ferrooxidans_KoFox","WP_012508572.1","WP_006366945.1",88.398,0,100,629
"Chl_limicola_DSM_245","WP_012506866.1","WP_012464997.1",60,3.44e-62,100,184
"Chl_limicola_DSM_245","WP_012506867.1","WP_012464998.1",61.856,1.69e-41,95,128
"Chl_limicola_DSM_245","WP_012506868.1","WP_012464999.1",62.5,3.64e-44,97,137
"Chl_limicola_DSM_245","WP_012506869.1","WP_012465000.1",79.07,0,100,707
"Chl_limicola_DSM_245","WP_012508058.1","WP_041465924.1",86.716,0,100,509
"Chl_limicola_DSM_245","WP_012508059.1","WP_012466141.1",74.03,0,99,539
"Chl_limicola_DSM_245","WP_012508060.1","WP_012466142.1",68.592,5.39e-146,100,407
"Chl_limicola_DSM_245","WP_012508062.1","WP_012466144.1",85.518,0,100,1206
"Chl_limicola_DSM_245","WP_012508102.1","WP_012467291.1",39.549,2.23e-125,100,370
"Chl_limicola_DSM_245","WP_012508569.1","WP_012465816.1",64.968,1.01e-73,81,216
"Chl_limicola_DSM_245","WP_012508570.1","WP_012465815.1",87.168,9.77e-153,99,420
"Chl_limicola_DSM_245","WP_012508571.1","WP_012465814.1",90.035,0,100,1093
"Chl_limicola_DSM_245","WP_012508572.1","WP_012465813.1",89.503,0,100,619
"Chl_limicola_DSM_245","WP_012508979.1","WP_012465671.1",43.49,1.88e-103,99,306
"Chl_limicola_DSM_245","WP_012508980.1","WP_012465670.1",63.953,3.79e-125,100,352
"Chl_limicola_DSM_245","WP_012508982.1","WP_012465668.1",81.387,0,99,968
"Chl_limicola_DSM_245","WP_012508983.1","WP_012465667.1",64.955,9.7e-173,100,479
"Chl_limicola_DSM_245","WP_012508985.1","WP_012465665.1",63.918,5.01e-46,100,139
"Chl_limicola_DSM_245","WP_012508987.1","WP_012465663.1",86.555,1.51e-75,100,216
"Chl_limicola_DSM_245","WP_012508989.1","WP_012465660.1",81.076,0,99,1002
"Chl_limicola_DSM_245","WP_012508990.1","WP_012465659.1",89.972,0,100,697
"Chl_limicola_DSM_245","WP_012508991.1","WP_012465658.1",82.494,0,100,740
"Chl_limicola_DSM_245","WP_012508992.1","WP_012465657.1",82.883,5.7e-68,100,196
"Chl_limicola_DSM_245","WP_012508993.1","WP_012465656.1",63.415,0,99,598
"Chl_limicola_DSM_245","WP_041526868.1","WP_012465664.1",85.95,3.08e-66,96,192
"Chl_luteolum_DSM_273","WP_012508058.1","WP_049752421.1",85.609,0,100,496
"Chl_luteolum_DSM_273","WP_012508059.1","WP_011357846.1",67.262,8.16e-180,99,497
"Chl_luteolum_DSM_273","WP_012508060.1","WP_011357845.1",63.406,1.19e-138,100,388
"Chl_luteolum_DSM_273","WP_012508062.1","WP_011357843.1",82.622,0,100,1152
"Chl_luteolum_DSM_273","WP_012508090.1","WP_011358754.1",75.754,0,100,1495
"Chl_luteolum_DSM_273","WP_012508091.1","WP_011358755.1",78.894,7.1e-124,100,344
"Chl_luteolum_DSM_273","WP_012508092.1","WP_011358756.1",80.921,0,100,501
"Chl_luteolum_DSM_273","WP_012508102.1","WP_011356837.1",82.438,0,100,858
"Chl_luteolum_DSM_273","WP_012508569.1","WP_011358180.1",70.253,1.04e-83,81,241
"Chl_luteolum_DSM_273","WP_012508570.1","WP_011358179.1",79.736,2.55e-139,100,385
"Chl_luteolum_DSM_273","WP_012508571.1","WP_011358178.1",88.986,0,100,1084
"Chl_luteolum_DSM_273","WP_012508572.1","WP_011358177.1",82.873,0,100,594
"Chl_luteolum_DSM_273","WP_012508979.1","WP_011356814.1",34.271,3.96e-49,99,166
"Chl_luteolum_DSM_273","WP_012508980.1","WP_011356813.1",56.8,8.89e-104,97,298
"Chl_luteolum_DSM_273","WP_012508982.1","WP_011356811.1",82.117,0,99,972
"Chl_luteolum_DSM_273","WP_012508983.1","WP_011356810.1",65.861,8.22e-166,100,461
"Chl_luteolum_DSM_273","WP_012508987.1","WP_011356806.1",84.874,3.31e-74,100,212
"Chl_luteolum_DSM_273","WP_012508989.1","WP_011356804.1",75.26,0,100,911
"Chl_luteolum_DSM_273","WP_012508990.1","WP_011356803.1",90.529,0,100,701
"Chl_luteolum_DSM_273","WP_012508991.1","WP_011356802.1",82.254,0,100,729
"Chl_luteolum_DSM_273","WP_012508992.1","WP_011356801.1",80.18,1.79e-65,100,189
"Chl_luteolum_DSM_273","WP_012508993.1","WP_011356800.1",57.837,0,99,541
"Chl_luteolum_DSM_273","WP_041526868.1","WP_011356807.1",80,7.4e-70,95,202
"Chl_phaeobacteroides_BS1","WP_012506869.1","WP_012473490.1",69.767,0,100,616
"Chl_phaeobacteroides_BS1","WP_012506890.1","WP_012475229.1",77.354,0,100,655
"Chl_phaeobacteroides_BS1","WP_012506891.1","WP_012475230.1",80.933,0,100,1286
"Chl_phaeobacteroides_BS1","WP_012506894.1","WP_012475231.1",92.249,0,100,1293
"Chl_phaeobacteroides_BS1","WP_012506895.1","WP_012475232.1",96.429,3.15e-103,100,287
"Chl_phaeobacteroides_BS1","WP_012506896.1","WP_012475233.1",83.127,0,100,718
"Chl_phaeobacteroides_BS1","WP_012508090.1","WP_012475257.1",68.099,0,99,1368
"Chl_phaeobacteroides_BS1","WP_012508091.1","WP_012475258.1",69.347,4.79e-107,100,302
"Chl_phaeobacteroides_BS1","WP_012508092.1","WP_012475259.1",71.711,3.66e-157,100,437
"Chl_phaeobacteroides_BS1","WP_012508102.1","WP_012475782.1",42.71,6.71e-133,100,389
"Chl_phaeobacteroides_BS1","WP_012508569.1","WP_012474988.1",58.065,9.19e-64,79,191
"Chl_phaeobacteroides_BS1","WP_012508570.1","WP_012474989.1",73.451,6.12e-129,99,360
"Chl_phaeobacteroides_BS1","WP_012508571.1","WP_012474990.1",85.49,0,100,1020
"Chl_phaeobacteroides_BS1","WP_012508572.1","WP_012474991.1",78.899,0,90,557
"Chl_phaeobacteroides_BS1","WP_012508979.1","WP_012475239.1",42.969,2.79e-104,99,308
"Chl_phaeobacteroides_BS1","WP_012508980.1","WP_012475240.1",61.776,1.44e-121,100,343
"Chl_phaeobacteroides_BS1","WP_012508982.1","WP_012475242.1",85.455,0,100,1004
"Chl_phaeobacteroides_BS1","WP_012508983.1","WP_012475243.1",67.372,2.83e-174,100,483
"Chl_phaeobacteroides_BS1","WP_012508985.1","WP_012475245.1",69.072,7.92e-50,100,149
"Chl_phaeobacteroides_BS1","WP_012508987.1","WP_012475247.1",84.874,3.57e-74,100,212
"Chl_phaeobacteroides_BS1","WP_012508989.1","WP_012475249.1",41.166,1.26e-158,99,462
"Chl_phaeobacteroides_BS1","WP_012508990.1","WP_012475250.1",75.766,0,100,608
"Chl_phaeobacteroides_BS1","WP_012508991.1","WP_012475251.1",75.318,0,94,664
"Chl_phaeobacteroides_BS1","WP_012508992.1","WP_012475252.1",72.973,3.46e-58,100,171
"Chl_phaeobacteroides_BS1","WP_012508993.1","WP_012475253.1",62.851,0,100,590
"Chl_phaeobacteroides_BS1","WP_041526868.1","WP_012475246.1",82.5,6.06e-71,95,204
"Chl_phaeobacteroides_DSM_266","WP_012506866.1","WP_011743941.1",51.163,1.83e-48,89,149
"Chl_phaeobacteroides_DSM_266","WP_012506867.1","WP_011743942.1",63.918,3.45e-43,95,132
"Chl_phaeobacteroides_DSM_266","WP_012506868.1","WP_011743943.1",60,1.08e-46,97,143
"Chl_phaeobacteroides_DSM_266","WP_012506869.1","WP_011743944.1",76.279,0,100,678
"Chl_phaeobacteroides_DSM_266","WP_012508058.1","WP_011745113.1",87.823,0,100,508
"Chl_phaeobacteroides_DSM_266","WP_012508059.1","WP_011745114.1",74.328,0,99,551
"Chl_phaeobacteroides_DSM_266","WP_012508060.1","WP_011745115.1",71.739,1.91e-153,100,426
"Chl_phaeobacteroides_DSM_266","WP_012508062.1","WP_011745117.1",84.299,0,100,1177
"Chl_phaeobacteroides_DSM_266","WP_012508102.1","WP_011746332.1",39.425,4.36e-125,100,369
"Chl_phaeobacteroides_DSM_266","WP_012508569.1","WP_011744850.1",71.613,2.66e-81,80,235
"Chl_phaeobacteroides_DSM_266","WP_012508570.1","WP_011744849.1",84.581,5.47e-150,100,413
"Chl_phaeobacteroides_DSM_266","WP_012508571.1","WP_011744848.1",88.462,0,100,1078
"Chl_phaeobacteroides_DSM_266","WP_012508572.1","WP_011744847.1",85.912,0,100,597
"Chl_phaeobacteroides_DSM_266","WP_012508979.1","WP_011744050.1",45.431,2.53e-103,99,306
"Chl_phaeobacteroides_DSM_266","WP_012508980.1","WP_011744049.1",65.891,3.28e-131,100,368
"Chl_phaeobacteroides_DSM_266","WP_012508982.1","WP_011744047.1",83.394,0,99,992
"Chl_phaeobacteroides_DSM_266","WP_012508983.1","WP_011744046.1",68.882,2.45e-178,100,493
"Chl_phaeobacteroides_DSM_266","WP_012508985.1","WP_011744044.1",76.289,1.77e-52,100,156
"Chl_phaeobacteroides_DSM_266","WP_012508987.1","WP_011744042.1",89.916,3.09e-79,100,225
"Chl_phaeobacteroides_DSM_266","WP_012508989.1","WP_011744040.1",79.066,0,100,986
"Chl_phaeobacteroides_DSM_266","WP_012508990.1","WP_011744039.1",92.201,0,100,709
"Chl_phaeobacteroides_DSM_266","WP_012508991.1","WP_011744038.1",86.091,0,100,774
"Chl_phaeobacteroides_DSM_266","WP_012508992.1","WP_011744037.1",81.982,1.67e-67,100,195
"Chl_phaeobacteroides_DSM_266","WP_012508993.1","WP_011744036.1",67.478,0,99,641
"Chl_phaeobacteroides_DSM_266","WP_012508994.1","WP_011744035.1",80.769,1.06e-44,100,135
"Chl_phaeobacteroides_DSM_266","WP_041526868.1","WP_011744043.1",81.746,1.12e-73,100,212
"Chl_phaeoferrooxidans_KB01","WP_012508058.1","WP_076792617.1",88.93,0,100,512
"Chl_phaeoferrooxidans_KB01","WP_012508059.1","WP_076792594.1",80,0,99,583
"Chl_phaeoferrooxidans_KB01","WP_012508060.1","WP_076792596.1",71.014,1.62e-154,100,428
"Chl_phaeoferrooxidans_KB01","WP_012508062.1","WP_076792599.1",86.28,0,100,1191
"Chl_phaeoferrooxidans_KB01","WP_012508102.1","WP_076790150.1",88.843,0,100,912
"Chl_phaeoferrooxidans_KB01","WP_012508569.1","WP_076790626.1",74.684,4.26e-88,81,252
"Chl_phaeoferrooxidans_KB01","WP_012508570.1","WP_076790628.1",85.841,4.95e-152,99,418
"Chl_phaeoferrooxidans_KB01","WP_012508571.1","WP_076790629.1",91.084,0,100,1101
"Chl_phaeoferrooxidans_KB01","WP_012508572.1","WP_076790639.1",89.602,0,90,620
"Chl_phaeovibrioides_DSM_265","WP_012506869.1","WP_011889271.1",72.622,0,100,644
"Chl_phaeovibrioides_DSM_265","WP_012507595.1","WP_041469675.1",58.102,9.7e-172,99,484
"Chl_phaeovibrioides_DSM_265","WP_012507596.1","WP_011889401.1",60.345,1.14e-51,100,155
"Chl_phaeovibrioides_DSM_265","WP_012507597.1","WP_011889400.1",64.706,4.31e-76,100,219
"Chl_phaeovibrioides_DSM_265","WP_012507598.1","WP_011889399.1",56.436,7.7e-42,100,129
"Chl_phaeovibrioides_DSM_265","WP_012507599.1","WP_011889398.1",66.667,2.29e-149,100,416
"Chl_phaeovibrioides_DSM_265","WP_012507601.1","WP_011889396.1",74.872,0,99,950
"Chl_phaeovibrioides_DSM_265","WP_012508058.1","WP_041470117.1",84.871,1.23e-177,100,486
"Chl_phaeovibrioides_DSM_265","WP_012508059.1","WP_011890080.1",66.964,8.31e-177,99,489
"Chl_phaeovibrioides_DSM_265","WP_012508060.1","WP_011890081.1",61.232,4.72e-134,100,376
"Chl_phaeovibrioides_DSM_265","WP_012508062.1","WP_011890083.1",80.793,0,100,1149
"Chl_phaeovibrioides_DSM_265","WP_012508090.1","WP_011890918.1",75.216,0,100,1489
"Chl_phaeovibrioides_DSM_265","WP_012508091.1","WP_011890919.1",78.392,5.02e-123,100,342
"Chl_phaeovibrioides_DSM_265","WP_012508092.1","WP_011890920.1",83.224,0,100,511
"Chl_phaeovibrioides_DSM_265","WP_012508102.1","WP_011889385.1",81.612,0,100,846
"Chl_phaeovibrioides_DSM_265","WP_012508980.1","WP_011889311.1",54.651,7.55e-105,100,300
"Chl_phaeovibrioides_DSM_265","WP_012508982.1","WP_011889309.1",80.51,0,99,958
"Chl_phaeovibrioides_DSM_265","WP_012508983.1","WP_011889308.1",66.465,2.12e-163,100,455
"Chl_phaeovibrioides_DSM_265","WP_012508985.1","WP_011889306.1",64.948,2.89e-44,100,135
"Chl_phaeovibrioides_DSM_265","WP_012508987.1","WP_011889304.1",85.714,7.08e-75,100,214
"Chl_phaeovibrioides_DSM_265","WP_012508989.1","WP_011889302.1",73.529,0,100,909
"Chl_phaeovibrioides_DSM_265","WP_012508990.1","WP_041469939.1",89.694,0,100,694
"Chl_phaeovibrioides_DSM_265","WP_012508991.1","WP_011889300.1",81.055,0,100,723
"Chl_phaeovibrioides_DSM_265","WP_012508992.1","WP_011889299.1",79.279,1.63e-65,100,189
"Chl_phaeovibrioides_DSM_265","WP_012508993.1","WP_011889298.1",61.136,0,96,556
"Chl_phaeovibrioides_DSM_265","WP_041526868.1","WP_011889305.1",77.5,9.49e-68,95,196
"Chl_sp_N1","WP_012508058.1","WP_131357282.1",82.657,8.42e-176,100,482
"Chl_sp_N1","WP_012508059.1","WP_131357279.1",63.69,6.26e-168,99,467
"Chl_sp_N1","WP_012508060.1","WP_131357276.1",62.455,8.23e-134,100,376
"Chl_sp_N1","WP_012508062.1","WP_131357269.1",79.116,0,100,1113
"Chl_sp_N1","WP_012508090.1","WP_131355206.1",74.892,0,100,1472
"Chl_sp_N1","WP_012508091.1","WP_131355209.1",77.387,7.45e-121,100,337
"Chl_sp_N1","WP_012508092.1","WP_131355212.1",83.882,0,100,509
"Chl_sp_N1","WP_012508102.1","WP_131355651.1",82.438,0,100,857
"Chl_sp_N1","WP_012508979.1","WP_131355593.1",32.134,1.9e-43,100,151
"Chl_sp_N1","WP_012508980.1","WP_131355812.1",54.183,2.83e-97,97,281
"Chl_sp_N1","WP_012508982.1","WP_131355586.1",82,0,100,976
"Chl_sp_N1","WP_012508983.1","WP_131355583.1",68.278,2.71e-170,100,473
"Chl_sp_N1","WP_012508985.1","WP_131355577.1",61.856,5.39e-44,100,134
"Chl_sp_N1","WP_012508987.1","WP_131355571.1",84.034,8.61e-75,100,214
"Chl_sp_N1","WP_012508989.1","WP_131355566.1",73.01,0,100,893
"Chl_sp_N1","WP_012508990.1","WP_131355563.1",89.415,0,100,694
"Chl_sp_N1","WP_012508991.1","WP_131355560.1",84.119,0,97,726
"Chl_sp_N1","WP_012508992.1","WP_131355557.1",77.477,2.68e-64,100,186
"Chl_sp_N1","WP_012508993.1","WP_131355809.1",56.954,0,98,517
"Chl_sp_N1","WP_041526868.1","WP_131355574.1",83.333,1.1e-72,95,209
"Chl_tepidum_TLS","WP_012506869.1","NP_662956.1",70.864,0,94,577
"Chl_tepidum_TLS","WP_012506890.1","NP_661762.1",76.59,0,100,644
"Chl_tepidum_TLS","WP_012506891.1","NP_661761.1",80,0,100,1260
"Chl_tepidum_TLS","WP_012506892.1","NP_661760.1",79.903,0,100,703
"Chl_tepidum_TLS","WP_012506894.1","NP_661759.1",92.857,0,100,1297
"Chl_tepidum_TLS","WP_012506895.1","NP_661758.1",97.143,4.05e-102,100,284
"Chl_tepidum_TLS","WP_012506896.1","NP_661756.1",85.36,0,100,734
"Chl_tepidum_TLS","WP_012507595.1","NP_661907.1",59.722,1.4e-172,100,486
"Chl_tepidum_TLS","WP_012507596.1","NP_661908.1",58.475,6.36e-50,100,151
"Chl_tepidum_TLS","WP_012507597.1","NP_661909.1",68.627,1.23e-80,100,231
